Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Chronic myeloid leukemia Homo sapiens hsa05220	5/73	1.267534e-01	2.835274e-01	0	0	1.953055e+00	4.034058e+00	CDKN1A;MAP2K1;PIK3CA;MDM2;RELA
KEGG_2016	Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980	5/73	1.267534e-01	2.835274e-01	0	0	1.953055e+00	4.034058e+00	CYP2C9;UGT2B11;GSTT1;UGT2B7;ADH6
KEGG_2016	Gastric acid secretion Homo sapiens hsa04971	5/74	1.321361e-01	2.929975e-01	0	0	1.924650e+00	3.895342e+00	CAMK2B;CAMK2A;CALML3;ADCY1;ADCY6
KEGG_2016	Tight junction Homo sapiens hsa04530	8/139	1.350575e-01	2.968936e-01	0	0	1.623494e+00	3.250325e+00	PARD6B;MYL7;YES1;ACTN3;VAPA;CLDN14;SRC;CLDN18
KEGG_2016	Pancreatic secretion Homo sapiens hsa04972	6/96	1.374392e-01	2.980673e-01	0	0	1.771191e+00	3.515060e+00	CPA2;CPA1;CPB2;SCTR;ADCY1;ADCY6
KEGG_2016	Apoptosis Homo sapiens hsa04210	8/140	1.389924e-01	2.980673e-01	0	0	1.611111e+00	3.179264e+00	MAP2K1;PIK3CA;BCL2;FAS;BAX;TNF;RELA;BBC3
KEGG_2016	Legionellosis Homo sapiens hsa05134	4/55	1.395858e-01	2.980673e-01	0	0	2.082223e+00	4.100054e+00	ITGAM;CXCL1;TNF;RELA
KEGG_2016	MAPK signaling pathway Homo sapiens hsa04010	13/255	1.402670e-01	2.980673e-01	0	0	1.429752e+00	2.808330e+00	MAP2K1;NFATC1;DUSP9;TNF;RELA;CACNA1H;CACNA1G;IL1A;CACNB2;NR4A1;MAPK11;FAS;MAP2K7
KEGG_2016	Pentose and glucuronate interconversions Homo sapiens hsa00040	3/36	1.421132e-01	2.994949e-01	0	0	2.412414e+00	4.706935e+00	UGT2B11;AKR1B10;UGT2B7
KEGG_2016	Regulation of lipolysis in adipocytes Homo sapiens hsa04923	4/56	1.462831e-01	3.032698e-01	0	0	2.042074e+00	3.925298e+00	PIK3CA;IRS2;ADCY1;ADCY6
KEGG_2016	Starch and sucrose metabolism Homo sapiens hsa00500	4/56	1.462831e-01	3.032698e-01	0	0	2.042074e+00	3.925298e+00	UGT2B11;TREH;AGL;UGT2B7
KEGG_2016	HTLV-I infection Homo sapiens hsa05166	13/258	1.491141e-01	3.066459e-01	0	0	1.412022e+00	2.687140e+00	CDKN1A;NFATC1;ADCY1;TNF;ADCY6;RELA;HLA-DMB;PIK3CA;DVL1;EP300;BAX;ANAPC5;JAK3
KEGG_2016	Steroid hormone biosynthesis Homo sapiens hsa00140	4/58	1.600396e-01	3.263684e-01	0	0	1.966237e+00	3.602803e+00	UGT2B11;CYP21A2;CYP7B1;UGT2B7
KEGG_2016	Lysosome Homo sapiens hsa04142	7/123	1.617962e-01	3.263684e-01	0	0	1.603281e+00	2.920244e+00	LAPTM4B;SLC11A1;GBA;ATP6V1H;ACP2;AGA;ATP6V0C
KEGG_2016	Glucagon signaling pathway Homo sapiens hsa04922	6/101	1.625443e-01	3.263684e-01	0	0	1.677533e+00	3.047750e+00	CAMK2B;PRKAB2;CREB3L1;CAMK2A;EP300;CALML3
KEGG_2016	Phenylalanine, tyrosine and tryptophan biosynthesis Homo sapiens hsa00400	1/5	1.692393e-01	3.371564e-01	0	0	6.625860e+00	1.177045e+01	TAT
KEGG_2016	VEGF signaling pathway Homo sapiens hsa04370	4/61	1.815081e-01	3.587951e-01	0	0	1.862460e+00	3.178204e+00	MAPK11;MAP2K1;PIK3CA;SRC
KEGG_2016	Fat digestion and absorption Homo sapiens hsa04975	3/41	1.866906e-01	3.662007e-01	0	0	2.094446e+00	3.515115e+00	ABCA1;APOA4;APOB
KEGG_2016	Colorectal cancer Homo sapiens hsa05210	4/62	1.888674e-01	3.676426e-01	0	0	1.830253e+00	3.050502e+00	MAP2K1;PIK3CA;BCL2;BAX
KEGG_2016	Insulin secretion Homo sapiens hsa04911	5/85	1.974651e-01	3.814667e-01	0	0	1.659059e+00	2.691315e+00	CAMK2B;CREB3L1;CAMK2A;ADCY1;ADCY6
KEGG_2016	Focal adhesion Homo sapiens hsa04510	10/202	2.026182e-01	3.851269e-01	0	0	1.384053e+00	2.209546e+00	VASP;MAP2K1;MYL7;ACTN3;CAV3;PIK3CA;ITGB4;SRC;ITGA10;BCL2
KEGG_2016	Cytosolic DNA-sensing pathway Homo sapiens hsa04623	4/64	2.038610e-01	3.851269e-01	0	0	1.769061e+00	2.813367e+00	IFNA4;IFNA1;IKBKE;RELA
KEGG_2016	Salmonella infection Homo sapiens hsa05132	5/86	2.038907e-01	3.851269e-01	0	0	1.638492e+00	2.605483e+00	IL1A;MAPK11;ARPC1B;CXCL1;RELA
KEGG_2016	Shigellosis Homo sapiens hsa05131	4/65	2.114857e-01	3.936412e-01	0	0	1.739969e+00	2.703213e+00	MAPK11;SRC;ARPC1B;RELA
KEGG_2016	Retinol metabolism Homo sapiens hsa00830	4/65	2.114857e-01	3.936412e-01	0	0	1.739969e+00	2.703213e+00	CYP2C9;UGT2B11;UGT2B7;ADH6
KEGG_2016	Vasopressin-regulated water reabsorption Homo sapiens hsa04962	3/44	2.149648e-01	3.972175e-01	0	0	1.940892e+00	2.983696e+00	CREB3L1;AQP2;ADCY6
KEGG_2016	Vitamin digestion and absorption Homo sapiens hsa04977	2/24	2.169255e-01	3.979569e-01	0	0	2.410468e+00	3.683681e+00	APOA4;APOB
KEGG_2016	Renal cell carcinoma Homo sapiens hsa05211	4/66	2.191889e-01	3.992369e-01	0	0	1.711816e+00	2.598231e+00	MAP2K1;PIK3CA;EP300;VHL
KEGG_2016	Drug metabolism - other enzymes Homo sapiens hsa00983	3/46	2.342860e-01	4.237087e-01	0	0	1.850425e+00	2.685360e+00	UGT2B11;UPP1;UGT2B7
KEGG_2016	Insulin signaling pathway Homo sapiens hsa04910	7/139	2.434499e-01	4.371812e-01	0	0	1.407767e+00	1.988955e+00	SOCS3;PRKAB2;MAP2K1;PIK3CA;PRKAR1A;CALML3;IRS2
KEGG_2016	Intestinal immune network for IgA production Homo sapiens hsa04672	3/48	2.538973e-01	4.427648e-01	0	0	1.768000e+00	2.423619e+00	IL4;HLA-DMB;MADCAM1
KEGG_2016	Notch signaling pathway Homo sapiens hsa04330	3/48	2.538973e-01	4.427648e-01	0	0	1.768000e+00	2.423619e+00	PTCRA;DVL1;EP300
KEGG_2016	Collecting duct acid secretion Homo sapiens hsa04966	2/27	2.577384e-01	4.427648e-01	0	0	2.120882e+00	2.875513e+00	CLCNKB;ATP6V0C
KEGG_2016	Dorso-ventral axis formation Homo sapiens hsa04320	2/27	2.577384e-01	4.427648e-01	0	0	2.120882e+00	2.875513e+00	MAP2K1;ETV6
KEGG_2016	Thyroid hormone synthesis Homo sapiens hsa04918	4/71	2.587136e-01	4.427648e-01	0	0	1.583656e+00	2.141157e+00	CREB3L1;ADCY1;SLC26A4;ADCY6
KEGG_2016	Bile secretion Homo sapiens hsa04976	4/71	2.587136e-01	4.427648e-01	0	0	1.583656e+00	2.141157e+00	AQP8;SCTR;ADCY1;ADCY6
KEGG_2016	Melanoma Homo sapiens hsa05218	4/71	2.587136e-01	4.427648e-01	0	0	1.583656e+00	2.141157e+00	CDKN1A;MAP2K1;PIK3CA;MDM2
KEGG_2016	Cocaine addiction Homo sapiens hsa05030	3/49	2.637894e-01	4.484420e-01	0	0	1.729475e+00	2.304706e+00	CREB3L1;RELA;GRIN2D
KEGG_2016	Adherens junction Homo sapiens hsa04520	4/74	2.830625e-01	4.719681e-01	0	0	1.515549e+00	1.912755e+00	YES1;ACTN3;SRC;EP300
KEGG_2016	Biosynthesis of amino acids Homo sapiens hsa01230	4/74	2.830625e-01	4.719681e-01	0	0	1.515549e+00	1.912755e+00	PRPS2;ARG1;TAT;ENO1
KEGG_2016	Platelet activation Homo sapiens hsa04611	6/122	2.848790e-01	4.719681e-01	0	0	1.372337e+00	1.723231e+00	VASP;MAPK11;PIK3CA;SRC;ADCY1;ADCY6
KEGG_2016	Homologous recombination Homo sapiens hsa03440	2/29	2.850317e-01	4.719681e-01	0	0	1.963575e+00	2.464591e+00	SHFM1;RPA2
KEGG_2016	Circadian rhythm Homo sapiens hsa04710	2/30	2.986475e-01	4.913233e-01	0	0	1.893349e+00	2.288096e+00	PRKAB2;CLOCK
KEGG_2016	RNA degradation Homo sapiens hsa03018	4/77	3.077338e-01	5.030263e-01	0	0	1.453039e+00	1.712436e+00	BTG2;EXOSC10;PARN;ENO1
KEGG_2016	Bacterial invasion of epithelial cells Homo sapiens hsa05100	4/78	3.160083e-01	5.132619e-01	0	0	1.433328e+00	1.651175e+00	PIK3CA;CAV3;SRC;ARPC1B
KEGG_2016	Alcoholism Homo sapiens hsa05034	8/179	3.278284e-01	5.290902e-01	0	0	1.241131e+00	1.384189e+00	GNAO1;MAP2K1;GNG5;ADORA2B;CREB3L1;GNB1;CALML3;GRIN2D
KEGG_2016	Ubiquinone and other terpenoid-quinone biosynthesis Homo sapiens hsa00130	1/11	3.350026e-01	5.372684e-01	0	0	2.649519e+00	2.897558e+00	TAT
KEGG_2016	SNARE interactions in vesicular transport Homo sapiens hsa04130	2/34	3.525413e-01	5.618627e-01	0	0	1.656336e+00	1.726875e+00	STX11;VAMP3
KEGG_2016	Taste transduction Homo sapiens hsa04742	4/83	3.575725e-01	5.663416e-01	0	0	1.342262e+00	1.380405e+00	PDE1A;HTR1B;GRM1;ADCY6
KEGG_2016	Viral myocarditis Homo sapiens hsa05416	3/59	3.639635e-01	5.722734e-01	0	0	1.419901e+00	1.435097e+00	HLA-DMB;SGCB;EIF4G3
KEGG_2016	African trypanosomiasis Homo sapiens hsa05143	2/35	3.658061e-01	5.722734e-01	0	0	1.606061e+00	1.615138e+00	FAS;TNF
KEGG_2016	Long-term depression Homo sapiens hsa04730	3/60	3.739486e-01	5.779206e-01	0	0	1.394918e+00	1.372093e+00	GNAO1;MAP2K1;GRM1
KEGG_2016	mTOR signaling pathway Homo sapiens hsa04150	3/60	3.739486e-01	5.779206e-01	0	0	1.394918e+00	1.372093e+00	PIK3CA;TNF;EIF4B
KEGG_2016	Small cell lung cancer Homo sapiens hsa05222	4/86	3.825215e-01	5.876084e-01	0	0	1.292952e+00	1.242489e+00	PIK3CA;CDK2;BCL2;RELA
KEGG_2016	Primary immunodeficiency Homo sapiens hsa05340	2/37	3.920067e-01	5.985731e-01	0	0	1.514128e+00	1.417945e+00	CD4;JAK3
KEGG_2016	Synaptic vesicle cycle Homo sapiens hsa04721	3/63	4.036944e-01	6.080602e-01	0	0	1.324966e+00	1.201872e+00	UNC13B;ATP6V1H;ATP6V0C
KEGG_2016	Folate biosynthesis Homo sapiens hsa00790	1/14	4.050495e-01	6.080602e-01	0	0	2.037774e+00	1.841630e+00	PTS
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	47/1239	4.053734e-01	6.080602e-01	0	0	1.046822e+00	9.452245e-01	PRPS2;MTMR1;H6PD;HIBADH;TAT;TREH;GBA;ENO1;PTS;MTMR7;ADH6;SMPD2;SCP2;RFK;KYNU;PLCE1;ATP6V1H;UPP1;CDIPT;ACADS;UGT2B11;HGD;ARG1;AGL;MTHFR;SDHC;SYNJ2;NME5;TYR;ALOX15B;PRODH2;PISD;ATP5J2;ITPKB;CHIT1;CYP27A1;CYP2C9;DPM2;AKR1B10;CYP21A2;RGN;LALBA;ATP6V0C;UGT2B7;SPAM1;CDS2;GALK1
KEGG_2016	Renin secretion Homo sapiens hsa04924	3/64	4.135223e-01	6.098827e-01	0	0	1.303177e+00	1.150762e+00	PDE1A;CALML3;ADCY6
KEGG_2016	Wnt signaling pathway Homo sapiens hsa04310	6/142	4.142461e-01	6.098827e-01	0	0	1.169301e+00	1.030499e+00	CAMK2B;WIF1;DVL1;CAMK2A;EP300;NFATC1
KEGG_2016	Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550	6/142	4.142461e-01	6.098827e-01	0	0	1.169301e+00	1.030499e+00	MAPK11;MAP2K1;PIK3CA;DVL1;JAK3;DUSP9
KEGG_2016	Regulation of autophagy Homo sapiens hsa04140	2/39	4.177073e-01	6.098827e-01	0	0	1.432135e+00	1.250217e+00	IFNA4;IFNA1
KEGG_2016	Protein processing in endoplasmic reticulum Homo sapiens hsa04141	7/169	4.185469e-01	6.098827e-01	0	0	1.145271e+00	9.974928e-01	UFD1L;LMAN1;TRAM1;BCL2;BAX;UBE4B;MAP2K7
KEGG_2016	Nicotine addiction Homo sapiens hsa05033	2/40	4.303501e-01	6.235186e-01	0	0	1.394374e+00	1.175675e+00	CHRNA6;GRIN2D
KEGG_2016	Pancreatic cancer Homo sapiens hsa05212	3/66	4.330177e-01	6.238391e-01	0	0	1.261675e+00	1.055992e+00	MAP2K1;PIK3CA;RELA
KEGG_2016	Central carbon metabolism in cancer Homo sapiens hsa05230	3/67	4.426764e-01	6.303214e-01	0	0	1.241897e+00	1.012042e+00	MAP2K1;PIK3CA;FLT3
KEGG_2016	Vascular smooth muscle contraction Homo sapiens hsa04270	5/120	4.441692e-01	6.303214e-01	0	0	1.152024e+00	9.349243e-01	MAP2K1;ADORA2B;CALML3;ADCY1;ADCY6
KEGG_2016	Ras signaling pathway Homo sapiens hsa04014	9/227	4.449328e-01	6.303214e-01	0	0	1.094065e+00	8.860093e-01	CSF1R;MAP2K1;PIK3CA;GNG5;GNB1;PLCE1;CALML3;RELA;LAT
KEGG_2016	Porphyrin and chlorophyll metabolism Homo sapiens hsa00860	2/42	4.551873e-01	6.393710e-01	0	0	1.324518e+00	1.042457e+00	UGT2B11;UGT2B7
KEGG_2016	Glycerophospholipid metabolism Homo sapiens hsa00564	4/95	4.563354e-01	6.393710e-01	0	0	1.164532e+00	9.136067e-01	ACHE;CDIPT;PISD;CDS2
KEGG_2016	Purine metabolism Homo sapiens hsa00230	7/176	4.601363e-01	6.399878e-01	0	0	1.097432e+00	8.518625e-01	PRPS2;PDE6G;PDE1A;PDE5A;NME5;ADCY1;ADCY6
KEGG_2016	PPAR signaling pathway Homo sapiens hsa03320	3/69	4.617951e-01	6.399878e-01	0	0	1.204138e+00	9.303578e-01	CYP27A1;SCP2;FABP5
KEGG_2016	Phenylalanine metabolism Homo sapiens hsa00360	1/17	4.677271e-01	6.433913e-01	0	0	1.655433e+00	1.257915e+00	TAT
KEGG_2016	AMPK signaling pathway Homo sapiens hsa04152	5/124	4.725618e-01	6.433913e-01	0	0	1.113068e+00	8.343408e-01	PRKAB2;PIK3CA;CREB3L1;PPP2R5B;IRS2
KEGG_2016	Cell cycle Homo sapiens hsa04110	5/124	4.725618e-01	6.433913e-01	0	0	1.113068e+00	8.343408e-01	CDKN1A;CDK2;MDM2;EP300;ANAPC5
KEGG_2016	ABC transporters Homo sapiens hsa02010	2/44	4.793896e-01	6.433913e-01	0	0	1.261314e+00	9.273709e-01	ABCA1;ABCA8
KEGG_2016	Proteasome Homo sapiens hsa03050	2/44	4.793896e-01	6.433913e-01	0	0	1.261314e+00	9.273709e-01	SHFM1;PSMB1
KEGG_2016	Fatty acid degradation Homo sapiens hsa00071	2/44	4.793896e-01	6.433913e-01	0	0	1.261314e+00	9.273709e-01	ACADS;ADH6
KEGG_2016	Pantothenate and CoA biosynthesis Homo sapiens hsa00770	1/18	4.871183e-01	6.503412e-01	0	0	1.557974e+00	1.120570e+00	VNN2
KEGG_2016	Glycosaminoglycan degradation Homo sapiens hsa00531	1/19	5.058039e-01	6.717709e-01	0	0	1.471343e+00	1.002877e+00	SPAM1
KEGG_2016	Sphingolipid metabolism Homo sapiens hsa00600	2/47	5.144257e-01	6.761781e-01	0	0	1.177043e+00	7.823855e-01	SMPD2;GBA
KEGG_2016	Endocrine and other factor-regulated calcium reabsorption Homo sapiens hsa04961	2/47	5.144257e-01	6.761781e-01	0	0	1.177043e+00	7.823855e-01	ESR1;ADCY6
KEGG_2016	Arginine biosynthesis Homo sapiens hsa00220	1/20	5.238097e-01	6.771061e-01	0	0	1.393832e+00	9.012890e-01	ARG1
KEGG_2016	One carbon pool by folate Homo sapiens hsa00670	1/20	5.238097e-01	6.771061e-01	0	0	1.393832e+00	9.012890e-01	MTHFR
KEGG_2016	Amino sugar and nucleotide sugar metabolism Homo sapiens hsa00520	2/48	5.257530e-01	6.771061e-01	0	0	1.151395e+00	7.402594e-01	CHIT1;GALK1
KEGG_2016	Valine, leucine and isoleucine degradation Homo sapiens hsa00280	2/48	5.257530e-01	6.771061e-01	0	0	1.151395e+00	7.402594e-01	HIBADH;ACADS
KEGG_2016	Antigen processing and presentation Homo sapiens hsa04612	3/77	5.351192e-01	6.857056e-01	0	0	1.073514e+00	6.712311e-01	CD4;HLA-DMB;TNF
KEGG_2016	Systemic lupus erythematosus Homo sapiens hsa05322	5/135	5.478561e-01	6.916129e-01	0	0	1.018300e+00	6.127543e-01	C1QB;C6;HLA-DMB;ACTN3;TNF
KEGG_2016	Ovarian steroidogenesis Homo sapiens hsa04913	2/50	5.478659e-01	6.916129e-01	0	0	1.103306e+00	6.638863e-01	ADCY1;ADCY6
KEGG_2016	Arginine and proline metabolism Homo sapiens hsa00330	2/50	5.478659e-01	6.916129e-01	0	0	1.103306e+00	6.638863e-01	ARG1;PRODH2
KEGG_2016	Huntington's disease Homo sapiens hsa05016	7/193	5.575891e-01	6.983100e-01	0	0	9.962418e-01	5.819376e-01	DNAH3;CREB3L1;EP300;BAX;SDHC;RCOR1;BBC3
KEGG_2016	Vibrio cholerae infection Homo sapiens hsa05110	2/51	5.586480e-01	6.983100e-01	0	0	1.080733e+00	6.292413e-01	ATP6V1H;ATP6V0C
KEGG_2016	Endometrial cancer Homo sapiens hsa05213	2/52	5.692456e-01	7.003234e-01	0	0	1.059063e+00	5.967222e-01	MAP2K1;PIK3CA
KEGG_2016	Protein export Homo sapiens hsa03060	1/23	5.739905e-01	7.003234e-01	0	0	1.203576e+00	6.681563e-01	SRP54
KEGG_2016	Mismatch repair Homo sapiens hsa03430	1/23	5.739905e-01	7.003234e-01	0	0	1.203576e+00	6.681563e-01	RPA2
KEGG_2016	Proximal tubule bicarbonate reclamation Homo sapiens hsa04964	1/23	5.739905e-01	7.003234e-01	0	0	1.203576e+00	6.681563e-01	CA4
KEGG_2016	Renin-angiotensin system Homo sapiens hsa04614	1/23	5.739905e-01	7.003234e-01	0	0	1.203576e+00	6.681563e-01	CMA1
KEGG_2016	Glycosaminoglycan biosynthesis - heparan sulfate / heparin Homo sapiens hsa00534	1/24	5.895151e-01	7.158397e-01	0	0	1.151187e+00	6.083506e-01	HS2ST1
KEGG_2016	TGF-beta signaling pathway Homo sapiens hsa04350	3/84	5.943817e-01	7.180382e-01	0	0	9.803831e-01	5.100282e-01	BMP8A;EP300;TNF
KEGG_2016	Basal cell carcinoma Homo sapiens hsa05217	2/55	5.999234e-01	7.180382e-01	0	0	9.989604e-01	5.104221e-01	SMO;DVL1
KEGG_2016	Pathogenic Escherichia coli infection Homo sapiens hsa05130	2/55	5.999234e-01	7.180382e-01	0	0	9.989604e-01	5.104221e-01	ARPC1B;LY96
KEGG_2016	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563	1/25	6.044746e-01	7.180382e-01	0	0	1.103164e+00	5.553277e-01	DPM2
KEGG_2016	Phospholipase D signaling pathway Homo sapiens hsa04072	5/144	6.054048e-01	7.180382e-01	0	0	9.519190e-01	4.777282e-01	MAP2K1;PIK3CA;ADCY1;GRM1;ADCY6
KEGG_2016	Non-small cell lung cancer Homo sapiens hsa05223	2/56	6.097769e-01	7.198755e-01	0	0	9.804102e-01	4.849718e-01	MAP2K1;PIK3CA
KEGG_2016	Salivary secretion Homo sapiens hsa04970	3/89	6.335868e-01	7.445375e-01	0	0	9.231435e-01	4.212841e-01	CALML3;ADCY1;ADCY6
KEGG_2016	Protein digestion and absorption Homo sapiens hsa04974	3/90	6.411038e-01	7.499150e-01	0	0	9.124851e-01	4.056579e-01	CPA2;CPA1;CPB2
KEGG_2016	Butanoate metabolism Homo sapiens hsa00650	1/28	6.461650e-01	7.523839e-01	0	0	9.804371e-01	4.281573e-01	ACADS
KEGG_2016	Hippo signaling pathway Homo sapiens hsa04390	5/153	6.585282e-01	7.570313e-01	0	0	8.936115e-01	3.733043e-01	PARD6B;DVL1;BMP8A;AFP;BBC3
KEGG_2016	Thyroid cancer Homo sapiens hsa05216	1/29	6.590626e-01	7.570313e-01	0	0	9.453724e-01	3.941605e-01	MAP2K1
KEGG_2016	Linoleic acid metabolism Homo sapiens hsa00591	1/29	6.590626e-01	7.570313e-01	0	0	9.453724e-01	3.941605e-01	CYP2C9
KEGG_2016	Arachidonic acid metabolism Homo sapiens hsa00590	2/62	6.650141e-01	7.604421e-01	0	0	8.820937e-01	3.598475e-01	CYP2C9;ALOX15B
KEGG_2016	Citrate cycle (TCA cycle) Homo sapiens hsa00020	1/30	6.714907e-01	7.644202e-01	0	0	9.127259e-01	3.634978e-01	SDHC
KEGG_2016	Fructose and mannose metabolism Homo sapiens hsa00051	1/32	6.950060e-01	7.876734e-01	0	0	8.537516e-01	3.106246e-01	AKR1B10
KEGG_2016	Glycolysis / Gluconeogenesis Homo sapiens hsa00010	2/67	7.060820e-01	7.966855e-01	0	0	8.140284e-01	2.833013e-01	ENO1;ADH6
KEGG_2016	Choline metabolism in cancer Homo sapiens hsa05231	3/101	7.165790e-01	8.029991e-01	0	0	8.095989e-01	2.698124e-01	SLC22A3;MAP2K1;PIK3CA
KEGG_2016	Oxidative phosphorylation Homo sapiens hsa00190	4/133	7.179756e-01	8.029991e-01	0	0	8.198638e-01	2.716370e-01	ATP6V1H;SDHC;ATP6V0C;ATP5J2
KEGG_2016	Alzheimer's disease Homo sapiens hsa05010	5/168	7.362516e-01	8.160688e-01	0	0	8.107409e-01	2.482354e-01	FAS;CALML3;SDHC;TNF;GRIN2D
KEGG_2016	DNA replication Homo sapiens hsa03030	1/36	7.371132e-01	8.160688e-01	0	0	7.560228e-01	2.305973e-01	RPA2
KEGG_2016	Ribosome Homo sapiens hsa03010	4/137	7.392624e-01	8.160688e-01	0	0	7.950401e-01	2.401835e-01	RPL41;RPS27;RPS19;RPS4Y1
KEGG_2016	Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960	1/39	7.648375e-01	8.406619e-01	0	0	6.962282e-01	1.866532e-01	PIK3CA
KEGG_2016	Tryptophan metabolism Homo sapiens hsa00380	1/40	7.734140e-01	8.464403e-01	0	0	6.783409e-01	1.742934e-01	KYNU
KEGG_2016	ECM-receptor interaction Homo sapiens hsa04512	2/82	8.046937e-01	8.698204e-01	0	0	6.608815e-01	1.436053e-01	ITGB4;ITGA10
KEGG_2016	Peroxisome Homo sapiens hsa04146	2/83	8.100880e-01	8.698204e-01	0	0	6.526885e-01	1.374643e-01	SCP2;PEX14
KEGG_2016	Carbohydrate digestion and absorption Homo sapiens hsa04973	1/45	8.118324e-01	8.698204e-01	0	0	6.011004e-01	1.253062e-01	PIK3CA
KEGG_2016	Basal transcription factors Homo sapiens hsa03022	1/45	8.118324e-01	8.698204e-01	0	0	6.011004e-01	1.253062e-01	GTF2E1
KEGG_2016	Cysteine and methionine metabolism Homo sapiens hsa00270	1/45	8.118324e-01	8.698204e-01	0	0	6.011004e-01	1.253062e-01	TAT
KEGG_2016	Fatty acid metabolism Homo sapiens hsa01212	1/48	8.316852e-01	8.864970e-01	0	0	5.626445e-01	1.036961e-01	ACADS
KEGG_2016	N-Glycan biosynthesis Homo sapiens hsa00510	1/49	8.378266e-01	8.864970e-01	0	0	5.508941e-01	9.747750e-02	DPM2
KEGG_2016	Malaria Homo sapiens hsa05144	1/49	8.378266e-01	8.864970e-01	0	0	5.508941e-01	9.747750e-02	TNF
KEGG_2016	Hedgehog signaling pathway Homo sapiens hsa04340	1/50	8.437441e-01	8.877407e-01	0	0	5.396233e-01	9.168525e-02	SMO
KEGG_2016	mRNA surveillance pathway Homo sapiens hsa03015	2/91	8.486579e-01	8.877407e-01	0	0	5.937722e-01	9.743751e-02	NXF1;PPP2R5B
KEGG_2016	Mineral absorption Homo sapiens hsa04978	1/51	8.494460e-01	8.877407e-01	0	0	5.288033e-01	8.628531e-02	SLC11A1
KEGG_2016	Glutathione metabolism Homo sapiens hsa00480	1/52	8.549401e-01	8.898356e-01	0	0	5.184076e-01	8.124684e-02	GSTT1
KEGG_2016	Fanconi anemia pathway Homo sapiens hsa03460	1/53	8.602340e-01	8.917060e-01	0	0	5.084118e-01	7.654182e-02	RPA2
KEGG_2016	Spliceosome Homo sapiens hsa03040	3/134	8.703010e-01	8.984889e-01	0	0	6.046117e-01	8.399032e-02	SF3B2;DDX23;THOC1
KEGG_2016	Glycerolipid metabolism Homo sapiens hsa00561	1/59	8.881825e-01	9.132522e-01	0	0	4.556752e-01	5.403306e-02	AKR1B10
KEGG_2016	Pyrimidine metabolism Homo sapiens hsa00240	2/105	8.994010e-01	9.210733e-01	0	0	5.126909e-01	5.435872e-02	UPP1;NME5
KEGG_2016	MicroRNAs in cancer Homo sapiens hsa05206	7/297	9.187746e-01	9.371501e-01	0	0	6.354871e-01	5.383492e-02	CDKN1A;MAP2K1;PIK3CA;MDM2;BCL2;EP300;IRS2
KEGG_2016	Cardiac muscle contraction Homo sapiens hsa04260	1/78	9.448566e-01	9.599141e-01	0	0	3.428964e-01	1.944979e-02	CACNB2
KEGG_2016	Ribosome biogenesis in eukaryotes Homo sapiens hsa03008	1/89	9.633888e-01	9.748577e-01	0	0	2.998624e-01	1.118435e-02	NXF1
KEGG_2016	Axon guidance Homo sapiens hsa04360	1/127	9.911200e-01	9.949265e-01	0	0	2.090129e-01	1.864332e-03	CFL1
KEGG_2016	Olfactory transduction Homo sapiens hsa04740	7/415	9.939862e-01	9.949265e-01	0	0	4.488864e-01	2.707644e-03	CAMK2B;OR10H3;PDE1A;GNB1;CAMK2A;CALML3;NCALD
KEGG_2016	Parkinson's disease Homo sapiens hsa05012	1/142	9.949265e-01	9.949265e-01	0	0	1.866312e-01	9.492761e-04	SDHC
