Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Hematopoietic cell lineage	8/99	3.908169e-02	1.054468e-01	0	0	2.184216e+00	7.081449e+00	IL4;CSF1R;IL1A;CD4;ITGAM;HLA-DMB;FLT3;TNF
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	8/100	4.109713e-02	1.098484e-01	0	0	2.160361e+00	6.895478e+00	CCL25;CSF1R;CCL13;CCL21;CCR8;CXCL1;TNF;CCR2
KEGG_2021_Human	Apelin signaling pathway	10/137	4.149797e-02	1.098928e-01	0	0	1.957739e+00	6.229741e+00	MAP2K1;PRKAB2;PRKAA1;GNG5;GNB2;GNB1;CALML3;ADCY1;MEF2D;ADCY6
KEGG_2021_Human	Sphingolipid signaling pathway	9/119	4.266247e-02	1.119401e-01	0	0	2.033432e+00	6.414330e+00	SMPD2;MAPK11;MAP2K1;PIK3CA;BCL2;PPP2R5B;BAX;TNF;RELA
KEGG_2021_Human	Cholesterol metabolism	5/50	4.414435e-02	1.147753e-01	0	0	2.756504e+00	8.601093e+00	CYP27A1;ABCA1;VAPA;APOA4;APOB
KEGG_2021_Human	Chagas disease	8/102	4.533223e-02	1.168020e-01	0	0	2.114175e+00	6.540702e+00	GNAO1;C1QB;MAPK11;PIK3CA;FAS;ADCY1;TNF;RELA
KEGG_2021_Human	Ubiquitin mediated proteolysis	10/140	4.691586e-02	1.198030e-01	0	0	1.912260e+00	5.850366e+00	SOCS3;MGRN1;MDM2;UBE4B;ANAPC5;UBE3B;VHL;PML;DDB2;CUL4B
KEGG_2021_Human	Colorectal cancer	7/86	5.004375e-02	1.266594e-01	0	0	2.200020e+00	6.588746e+00	CDKN1A;MAP2K1;PIK3CA;BCL2;BAX;BBC3;DDB2
KEGG_2021_Human	Renal cell carcinoma	6/69	5.151769e-02	1.292461e-01	0	0	2.363558e+00	7.009911e+00	CDKN1A;MAP2K1;PIK3CA;TFE3;EP300;VHL
KEGG_2021_Human	Thyroid cancer	4/37	5.442119e-02	1.334187e-01	0	0	3.005090e+00	8.747821e+00	CDKN1A;MAP2K1;BAX;DDB2
KEGG_2021_Human	Autoimmune thyroid disease	5/53	5.446125e-02	1.334187e-01	0	0	2.583818e+00	7.519598e+00	IL4;IFNA4;HLA-DMB;IFNA1;FAS
KEGG_2021_Human	RIG-I-like receptor signaling pathway	6/70	5.458038e-02	1.334187e-01	0	0	2.326506e+00	6.765667e+00	IFNA4;MAPK11;IFNA1;TNF;IKBKE;RELA
KEGG_2021_Human	Gap junction	7/88	5.540793e-02	1.342938e-01	0	0	2.145474e+00	6.206926e+00	MAP2K1;SRC;HTR2C;ADCY1;DRD1;GRM1;ADCY6
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	7/89	5.821904e-02	1.399214e-01	0	0	2.119199e+00	6.026033e+00	MAPK11;MAP2K1;CD4;PIK3CA;NFATC1;RELA;LAT
KEGG_2021_Human	Allograft rejection	4/38	5.902999e-02	1.406881e-01	0	0	2.916553e+00	8.252997e+00	IL4;HLA-DMB;FAS;TNF
KEGG_2021_Human	Insulin resistance	8/108	5.971374e-02	1.411416e-01	0	0	1.986701e+00	5.598908e+00	SOCS3;PRKAB2;PRKAA1;PIK3CA;CREB3L1;IRS2;TNF;RELA
KEGG_2021_Human	Melanoma	6/72	6.102950e-02	1.430691e-01	0	0	2.255770e+00	6.308031e+00	CDKN1A;MAP2K1;PIK3CA;MDM2;BAX;DDB2
KEGG_2021_Human	Salmonella infection	15/249	6.304324e-02	1.465884e-01	0	0	1.595255e+00	4.409180e+00	CYFIP2;MAP2K1;ARPC1B;LY96;TNF;RELA;ACTG1;MAPK11;MYL7;PIK3CA;PODXL;VPS41;BCL2;BAX;MAP2K7
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	2/11	6.586543e-02	1.519154e-01	0	0	5.502005e+00	1.496623e+01	TAT;HPD
KEGG_2021_Human	Small cell lung cancer	7/92	6.717228e-02	1.536902e-01	0	0	2.044083e+00	5.520036e+00	CDKN1A;PIK3CA;CDK2;BCL2;BAX;RELA;DDB2
KEGG_2021_Human	MAPK signaling pathway	17/294	6.811691e-02	1.538885e-01	0	0	1.527844e+00	4.104599e+00	CSF1R;MAP2K1;FLT3;IGF2;NFATC1;DUSP9;TNF;RELA;CACNA1H;CACNA1G;IL1A;CACNB2;NR4A1;MAPK11;MAPKAPK2;FAS;MAP2K7
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	10/150	6.833509e-02	1.538885e-01	0	0	1.774740e+00	4.762215e+00	CAMK2B;CACNB2;MAPK11;CREB3L1;CAMK2A;BCL2;PPP2R5B;CALML3;ADCY1;ADCY6
KEGG_2021_Human	Rheumatoid arthritis	7/93	7.033060e-02	1.571449e-01	0	0	2.020209e+00	5.362743e+00	IL1A;HLA-DMB;PTH;ATP6V1H;CXCL1;TNF;ATP6V0C
KEGG_2021_Human	Endometrial cancer	5/58	7.449290e-02	1.651548e-01	0	0	2.339452e+00	6.075677e+00	CDKN1A;MAP2K1;PIK3CA;BAX;DDB2
KEGG_2021_Human	Pancreatic cancer	6/76	7.522497e-02	1.654949e-01	0	0	2.126425e+00	5.501640e+00	CDKN1A;MAP2K1;PIK3CA;BAX;RELA;DDB2
KEGG_2021_Human	Graft-versus-host disease	4/42	7.945100e-02	1.734579e-01	0	0	2.609003e+00	6.607600e+00	IL1A;HLA-DMB;FAS;TNF
KEGG_2021_Human	Viral myocarditis	5/60	8.348514e-02	1.805489e-01	0	0	2.254146e+00	5.597239e+00	HLA-DMB;SGCA;SGCB;EIF4G3;ACTG1
KEGG_2021_Human	Pathogenic Escherichia coli infection	12/197	8.396153e-02	1.805489e-01	0	0	1.612053e+00	3.993694e+00	CYFIP2;MAPK11;MYO10;CLDN14;SRC;ARPC1B;CLDN18;FAS;BAX;TNF;RELA;ACTG1
KEGG_2021_Human	Type I diabetes mellitus	4/43	8.503864e-02	1.815004e-01	0	0	2.541973e+00	6.265073e+00	IL1A;HLA-DMB;FAS;TNF
KEGG_2021_Human	Progesterone-mediated oocyte maturation	7/100	9.486819e-02	2.009800e-01	0	0	1.867467e+00	4.398384e+00	MAPK11;MAP2K1;PIK3CA;CDK2;ANAPC5;ADCY1;ADCY6
KEGG_2021_Human	Basal cell carcinoma	5/63	9.799258e-02	2.060726e-01	0	0	2.137217e+00	4.964464e+00	CDKN1A;SMO;DVL1;BAX;DDB2
KEGG_2021_Human	Amoebiasis	7/102	1.026509e-01	2.121199e-01	0	0	1.827961e+00	4.161209e+00	ITGAM;PIK3CA;ARG1;CXCL1;ADCY1;TNF;RELA
KEGG_2021_Human	Apoptosis	9/142	1.026822e-01	2.121199e-01	0	0	1.679762e+00	3.823334e+00	MAP2K1;PIK3CA;BCL2;BAX;FAS;TNF;RELA;ACTG1;BBC3
KEGG_2021_Human	GnRH secretion	5/64	1.030933e-01	2.121199e-01	0	0	2.100884e+00	4.773462e+00	MAP2K1;PIK3CA;CACNA1H;ESR2;CACNA1G
KEGG_2021_Human	Nucleotide excision repair	4/47	1.092093e-01	2.199725e-01	0	0	2.305030e+00	5.104463e+00	RPA2;XPC;DDB2;CUL4B
KEGG_2021_Human	Ascorbate and aldarate metabolism	3/30	1.097250e-01	2.199725e-01	0	0	2.751971e+00	6.081246e+00	UGT2B11;RGN;UGT2B7
KEGG_2021_Human	Pentose phosphate pathway	3/30	1.097250e-01	2.199725e-01	0	0	2.751971e+00	6.081246e+00	PRPS2;H6PD;RGN
KEGG_2021_Human	Platelet activation	8/124	1.107376e-01	2.199725e-01	0	0	1.711240e+00	3.765742e+00	VASP;MAPK11;PIK3CA;SRC;PLCG2;ADCY1;ADCY6;ACTG1
KEGG_2021_Human	RNA transport	11/186	1.107554e-01	2.199725e-01	0	0	1.560939e+00	3.434738e+00	CYFIP2;EIF4A2;RANBP2;NXF1;NUP155;EIF1AX;FUS;THOC1;EIF2B1;EIF4G3;EIF4B
KEGG_2021_Human	Intestinal immune network for IgA production	4/48	1.156852e-01	2.268966e-01	0	0	2.252525e+00	4.858432e+00	CCL25;IL4;HLA-DMB;MADCAM1
KEGG_2021_Human	Endocytosis	14/252	1.158284e-01	2.268966e-01	0	0	1.461657e+00	3.150815e+00	ARF3;CAV3;SRC;ARPC1B;PML;SNX3;PARD6B;ZFYVE16;CAPZB;HGS;DNAJC6;MDM2;FOLR3;RAB11FIP2
KEGG_2021_Human	Asthma	3/31	1.181533e-01	2.283232e-01	0	0	2.653548e+00	5.667376e+00	IL4;HLA-DMB;TNF
KEGG_2021_Human	Galactose metabolism	3/31	1.181533e-01	2.283232e-01	0	0	2.653548e+00	5.667376e+00	AKR1B10;LALBA;GALK1
KEGG_2021_Human	Ras signaling pathway	13/232	1.204074e-01	2.296908e-01	0	0	1.474552e+00	3.121440e+00	CSF1R;MAP2K1;FLT3;IGF2;CALML3;RELA;PIK3CA;GNG5;GNB2;GNB1;PLCG2;PLCE1;LAT
KEGG_2021_Human	Hepatocellular carcinoma	10/168	1.204672e-01	2.296908e-01	0	0	1.571071e+00	3.324979e+00	MAP2K1;CDKN1A;PIK3CA;DVL1;PLCG2;IGF2;BAX;GSTT1;ACTG1;DDB2
KEGG_2021_Human	Cocaine addiction	4/49	1.223249e-01	2.315557e-01	0	0	2.202354e+00	4.627311e+00	CREB3L1;DRD1;RELA;GRIN2D
KEGG_2021_Human	Glucagon signaling pathway	7/107	1.235626e-01	2.315557e-01	0	0	1.736109e+00	3.630217e+00	CAMK2B;PRKAB2;PRKAA1;CREB3L1;CAMK2A;EP300;CALML3
KEGG_2021_Human	Tight junction	10/169	1.238742e-01	2.315557e-01	0	0	1.561108e+00	3.260356e+00	VASP;PRKAB2;PRKAA1;PARD6B;CLDN14;SRC;ARPC1B;CLDN18;MAP2K7;ACTG1
KEGG_2021_Human	Lysosome	8/128	1.263418e-01	2.346347e-01	0	0	1.653853e+00	3.421432e+00	LAPTM4B;SLC11A1;GBA;ATP6V1H;ACP2;AGA;ATP6V0C;SPAM1
KEGG_2021_Human	Vibrio cholerae infection	4/50	1.291232e-01	2.382532e-01	0	0	2.154365e+00	4.409959e+00	PLCG2;ATP6V1H;ATP6V0C;ACTG1
KEGG_2021_Human	Bile secretion	6/90	1.380837e-01	2.531534e-01	0	0	1.770725e+00	3.505851e+00	UGT2B11;AQP8;SCTR;ADCY1;UGT2B7;ADCY6
KEGG_2021_Human	Nitrogen metabolism	2/17	1.400301e-01	2.534722e-01	0	0	3.300172e+00	6.487801e+00	CA5A;CA4
KEGG_2021_Human	Phenylalanine metabolism	2/17	1.400301e-01	2.534722e-01	0	0	3.300172e+00	6.487801e+00	TAT;HPD
KEGG_2021_Human	Regulation of actin cytoskeleton	12/218	1.441959e-01	2.587880e-01	0	0	1.446120e+00	2.800531e+00	CYFIP2;MAP2K1;MYL7;ITGAM;ABI2;PIK3CA;ITGB4;SRC;ARPC1B;ITGA10;CFL1;ACTG1
KEGG_2021_Human	Pentose and glucuronate interconversions	3/34	1.447765e-01	2.587880e-01	0	0	2.396379e+00	4.631155e+00	UGT2B11;AKR1B10;UGT2B7
KEGG_2021_Human	Toxoplasmosis	7/112	1.464643e-01	2.601789e-01	0	0	1.653005e+00	3.175378e+00	GNAO1;MAPK11;HLA-DMB;BCL2;LY96;TNF;RELA
KEGG_2021_Human	Shigellosis	13/246	1.639848e-01	2.865542e-01	0	0	1.384931e+00	2.503929e+00	SRC;ARPC1B;TNF;RELA;ACTG1;MAPK11;MYL7;PIK3CA;PLCG2;BCL2;MDM2;PLCE1;BAX
KEGG_2021_Human	Staphylococcus aureus infection	6/95	1.650694e-01	2.865542e-01	0	0	1.670810e+00	3.009779e+00	C1QB;ITGAM;HLA-DMB;DEFA3;MASP1;FCGR2B
KEGG_2021_Human	Regulation of lipolysis in adipocytes	4/55	1.653043e-01	2.865542e-01	0	0	1.942646e+00	3.496699e+00	PIK3CA;IRS2;ADCY1;ADCY6
KEGG_2021_Human	Insulin signaling pathway	8/137	1.653197e-01	2.865542e-01	0	0	1.537743e+00	2.767744e+00	SOCS3;MAP2K1;PRKAB2;PRKAA1;PIK3CA;PRKAR1A;CALML3;IRS2
KEGG_2021_Human	Thyroid hormone synthesis	5/75	1.671639e-01	2.880053e-01	0	0	1.769728e+00	3.165656e+00	CREB3L1;ALB;ADCY1;SLC26A4;ADCY6
KEGG_2021_Human	Axon guidance	10/182	1.727637e-01	2.955988e-01	0	0	1.442133e+00	2.532141e+00	CAMK2B;PARD6B;TRPC6;SMO;PIK3CA;FES;SRC;CFL1;CAMK2A;PLCG2
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	5/76	1.736385e-01	2.955988e-01	0	0	1.744711e+00	3.054606e+00	CYP2C9;UGT2B11;GSTT1;UGT2B7;ADH6
KEGG_2021_Human	Bacterial invasion of epithelial cells	5/77	1.802076e-01	3.039881e-01	0	0	1.720390e+00	2.948138e+00	PIK3CA;CAV3;SRC;ARPC1B;ACTG1
KEGG_2021_Human	Legionellosis	4/57	1.806922e-01	3.039881e-01	0	0	1.869143e+00	3.198030e+00	ITGAM;CXCL1;TNF;RELA
KEGG_2021_Human	Synaptic vesicle cycle	5/78	1.868678e-01	3.125392e-01	0	0	1.696734e+00	2.846023e+00	UNC13B;SLC6A13;SLC6A12;ATP6V1H;ATP6V0C
KEGG_2021_Human	Alcoholism	10/186	1.894161e-01	3.149592e-01	0	0	1.409061e+00	2.344409e+00	GNAO1;MAP2K1;GNG5;ADORA2B;CREB3L1;GNB2;GNB1;CALML3;DRD1;GRIN2D
KEGG_2021_Human	Pancreatic secretion	6/102	2.062017e-01	3.408883e-01	0	0	1.548413e+00	2.444791e+00	CPA2;CPA1;CPB2;SCTR;ADCY1;ADCY6
KEGG_2021_Human	Cell cycle	7/124	2.086355e-01	3.429296e-01	0	0	1.482535e+00	2.323379e+00	CDKN1A;STAG2;CHEK1;CDK2;MDM2;EP300;ANAPC5
KEGG_2021_Human	Phenylalanine, tyrosine and tryptophan biosynthesis	1/6	2.118688e-01	3.457630e-01	0	0	4.946461e+00	7.675858e+00	TAT
KEGG_2021_Human	Steroid hormone biosynthesis	4/61	2.127772e-01	3.457630e-01	0	0	1.737613e+00	2.688972e+00	UGT2B11;CYP21A2;CYP7B1;UGT2B7
KEGG_2021_Human	Breast cancer	8/147	2.142275e-01	3.461530e-01	0	0	1.426366e+00	2.197626e+00	MAP2K1;CDKN1A;PIK3CA;DVL1;BAX;ESR1;ESR2;DDB2
KEGG_2021_Human	Retrograde endocannabinoid signaling	8/148	2.194007e-01	3.525202e-01	0	0	1.416104e+00	2.148025e+00	GNAO1;MAPK11;GNG5;GNB2;GNB1;ADCY1;GRM1;ADCY6
KEGG_2021_Human	Gastric cancer	8/149	2.246201e-01	3.588902e-01	0	0	1.405987e+00	2.099623e+00	MAP2K1;CDKN1A;PIK3CA;DVL1;CDK2;BCL2;BAX;DDB2
KEGG_2021_Human	Cytosolic DNA-sensing pathway	4/63	2.293781e-01	3.644563e-01	0	0	1.678535e+00	2.471448e+00	IFNA4;IFNA1;IKBKE;RELA
KEGG_2021_Human	Fat digestion and absorption	3/43	2.337185e-01	3.693011e-01	0	0	1.856323e+00	2.698421e+00	ABCA1;APOA4;APOB
KEGG_2021_Human	Purine metabolism	7/129	2.370688e-01	3.725367e-01	0	0	1.421403e+00	2.045974e+00	PRPS2;PDE6G;PDE1A;PDE4D;PDE5A;ADCY1;ADCY6
KEGG_2021_Human	Vitamin digestion and absorption	2/24	2.392681e-01	3.739382e-01	0	0	2.249297e+00	3.216878e+00	APOA4;APOB
KEGG_2021_Human	Insulin secretion	5/86	2.430028e-01	3.754520e-01	0	0	1.528516e+00	2.162365e+00	CAMK2B;CREB3L1;CAMK2A;ADCY1;ADCY6
KEGG_2021_Human	Drug metabolism	6/108	2.440383e-01	3.754520e-01	0	0	1.456873e+00	2.054817e+00	CYP2C9;UGT2B11;GSTT1;UPP1;UGT2B7;ADH6
KEGG_2021_Human	Vasopressin-regulated water reabsorption	3/44	2.441751e-01	3.754520e-01	0	0	1.810952e+00	2.553207e+00	CREB3L1;AQP2;ADCY6
KEGG_2021_Human	Focal adhesion	10/201	2.575372e-01	3.938804e-01	0	0	1.297379e+00	1.760014e+00	VASP;MAP2K1;MYL7;CAV3;PIK3CA;ITGB4;SRC;ITGA10;BCL2;ACTG1
KEGG_2021_Human	Prion disease	13/273	2.665396e-01	4.054804e-01	0	0	1.239346e+00	1.638704e+00	C1QB;NCF1;CAV3;SDHC;TNF;GRIN2D;IL1A;MAPK11;C6;PIK3CA;CREB3L1;PSMB1;BAX
KEGG_2021_Human	Folate biosynthesis	2/26	2.684638e-01	4.062467e-01	0	0	2.061641e+00	2.711139e+00	AKR1B10;PTS
KEGG_2021_Human	Mitophagy	4/68	2.721256e-01	4.074760e-01	0	0	1.546996e+00	2.013403e+00	SRC;TFE3;MFN1;RELA
KEGG_2021_Human	Retinol metabolism	4/68	2.721256e-01	4.074760e-01	0	0	1.546996e+00	2.013403e+00	CYP2C9;UGT2B11;UGT2B7;ADH6
KEGG_2021_Human	Renin secretion	4/69	2.808418e-01	4.183373e-01	0	0	1.523117e+00	1.934303e+00	EDN2;PDE1A;CALML3;ADCY6
KEGG_2021_Human	Collecting duct acid secretion	2/27	2.830644e-01	4.194633e-01	0	0	1.979072e+00	2.497749e+00	CLCNKB;ATP6V0C
KEGG_2021_Human	Adherens junction	4/71	2.983958e-01	4.399031e-01	0	0	1.477496e+00	1.786787e+00	YES1;SRC;EP300;ACTG1
KEGG_2021_Human	Neutrophil extracellular trap formation	9/189	3.155974e-01	4.628762e-01	0	0	1.238101e+00	1.427887e+00	MAPK11;MAP2K1;ITGAM;NCF1;PIK3CA;SRC;PLCG2;RELA;ACTG1
KEGG_2021_Human	AMPK signaling pathway	6/120	3.246276e-01	4.736913e-01	0	0	1.302700e+00	1.465637e+00	PRKAB2;PRKAA1;PIK3CA;CREB3L1;PPP2R5B;IRS2
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	3/53	3.403259e-01	4.940772e-01	0	0	1.484284e+00	1.599838e+00	PTH;ESR1;ADCY6
KEGG_2021_Human	SNARE interactions in vesicular transport	2/33	3.694464e-01	5.309742e-01	0	0	1.595527e+00	1.588746e+00	STX11;VAMP3
KEGG_2021_Human	RNA degradation	4/79	3.694541e-01	5.309742e-01	0	0	1.319345e+00	1.313710e+00	BTG2;EXOSC10;PARN;ENO1
KEGG_2021_Human	Hedgehog signaling pathway	3/56	3.724690e-01	5.326307e-01	0	0	1.400049e+00	1.382690e+00	SMO;MGRN1;BCL2
KEGG_2021_Human	Pathways of neurodegeneration	20/475	3.903052e-01	5.551561e-01	0	0	1.088289e+00	1.023891e+00	CAMK2B;DNAH3;MAP2K1;FUS;CAMK2A;CALML3;SDHC;TNF;RELA;GRM1;GRIN2D;IL1A;MAPK11;PSMB1;DVL1;MFN1;BCL2;FAS;BAX;MAP2K7
KEGG_2021_Human	mTOR signaling pathway	7/154	3.921033e-01	5.551561e-01	0	0	1.178124e+00	1.102995e+00	MAP2K1;PRKAA1;PIK3CA;DVL1;ATP6V1H;TNF;EIF4B
KEGG_2021_Human	Notch signaling pathway	3/59	4.043004e-01	5.696054e-01	0	0	1.324839e+00	1.199770e+00	PTCRA;DVL1;EP300
KEGG_2021_Human	DNA replication	2/36	4.111510e-01	5.735931e-01	0	0	1.454518e+00	1.292768e+00	RNASEH1;RPA2
KEGG_2021_Human	Starch and sucrose metabolism	2/36	4.111510e-01	5.735931e-01	0	0	1.454518e+00	1.292768e+00	TREH;AGL
KEGG_2021_Human	Long-term depression	3/60	4.148105e-01	5.735931e-01	0	0	1.301528e+00	1.145258e+00	GNAO1;MAP2K1;GRM1
KEGG_2021_Human	Vascular smooth muscle contraction	6/133	4.151531e-01	5.735931e-01	0	0	1.168557e+00	1.027288e+00	MAP2K1;EDN2;ADORA2B;CALML3;ADCY1;ADCY6
KEGG_2021_Human	African trypanosomiasis	2/37	4.247517e-01	5.840336e-01	0	0	1.412887e+00	1.209785e+00	FAS;TNF
KEGG_2021_Human	Taste transduction	4/86	4.313119e-01	5.902163e-01	0	0	1.206277e+00	1.014387e+00	PDE1A;HTR1B;GRM1;ADCY6
KEGG_2021_Human	Primary immunodeficiency	2/38	4.381869e-01	5.967688e-01	0	0	1.373568e+00	1.133344e+00	CD4;JAK3
KEGG_2021_Human	Autophagy	6/137	4.429184e-01	6.003538e-01	0	0	1.132639e+00	9.223866e-01	MAP2K1;PRKAA1;PIK3CA;DAPK2;BCL2;IRS2
KEGG_2021_Human	Hippo signaling pathway	7/163	4.495153e-01	6.064216e-01	0	0	1.109631e+00	8.872448e-01	PARD6B;RASSF2;DVL1;BMP8A;AFP;ACTG1;BBC3
KEGG_2021_Human	Nicotine addiction	2/40	4.645305e-01	6.237358e-01	0	0	1.301139e+00	9.976201e-01	CHRNA6;GRIN2D
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	6/143	4.840209e-01	6.468690e-01	0	0	1.082694e+00	7.856320e-01	MAPK11;MAP2K1;PIK3CA;DVL1;JAK3;DUSP9
KEGG_2021_Human	TGF-beta signaling pathway	4/94	4.998035e-01	6.624629e-01	0	0	1.098593e+00	7.619185e-01	ZFYVE16;BMP8A;EP300;TNF
KEGG_2021_Human	Fatty acid degradation	2/43	5.026380e-01	6.624629e-01	0	0	1.205746e+00	8.294144e-01	ACADS;ADH6
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	2/43	5.026380e-01	6.624629e-01	0	0	1.205746e+00	8.294144e-01	UGT2B11;UGT2B7
KEGG_2021_Human	Central carbon metabolism in cancer	3/70	5.157840e-01	6.758658e-01	0	0	1.106692e+00	7.327047e-01	MAP2K1;PIK3CA;FLT3
KEGG_2021_Human	Phospholipase D signaling pathway	6/148	5.175336e-01	6.758658e-01	0	0	1.044297e+00	6.878584e-01	MAP2K1;PIK3CA;PLCG2;ADCY1;GRM1;ADCY6
KEGG_2021_Human	ABC transporters	2/45	5.270500e-01	6.851650e-01	0	0	1.149544e+00	7.362372e-01	ABCA1;ABCA8
KEGG_2021_Human	Glycosaminoglycan degradation	1/19	5.296153e-01	6.853845e-01	0	0	1.373087e+00	8.727405e-01	SPAM1
KEGG_2021_Human	Glycerophospholipid metabolism	4/98	5.326940e-01	6.862635e-01	0	0	1.051625e+00	6.623217e-01	ACHE;CDIPT;PISD;CDS2
KEGG_2021_Human	Diabetic cardiomyopathy	8/203	5.356779e-01	6.870129e-01	0	0	1.013760e+00	6.328113e-01	CAMK2B;MAPK11;NCF1;PIK3CA;CMA1;CAMK2A;SDHC;RELA
KEGG_2021_Human	One carbon pool by folate	1/20	5.479306e-01	6.995899e-01	0	0	1.300752e+00	7.825410e-01	MTHFR
KEGG_2021_Human	Thermogenesis	9/232	5.510585e-01	7.004490e-01	0	0	9.971077e-01	5.941907e-01	MAPK11;PRKAB2;PRKAA1;CREB3L1;BMP8A;SDHC;ADCY1;ADCY6;ACTG1
KEGG_2021_Human	PPAR signaling pathway	3/74	5.535016e-01	7.004490e-01	0	0	1.044125e+00	6.175903e-01	CYP27A1;SCP2;FABP5
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	2/48	5.621163e-01	7.051107e-01	0	0	1.074406e+00	6.189080e-01	CHIT1;GALK1
KEGG_2021_Human	Valine, leucine and isoleucine degradation	2/48	5.621163e-01	7.051107e-01	0	0	1.074406e+00	6.189080e-01	HIBADH;ACADS
KEGG_2021_Human	Pantothenate and CoA biosynthesis	1/21	5.655336e-01	7.062996e-01	0	0	1.235650e+00	7.043026e-01	VNN2
KEGG_2021_Human	Protein digestion and absorption	4/103	5.722353e-01	7.099034e-01	0	0	9.982512e-01	5.572288e-01	CPA2;CPA1;CPB2;XPNPEP2
KEGG_2021_Human	Sphingolipid metabolism	2/49	5.733835e-01	7.099034e-01	0	0	1.051492e+00	5.848401e-01	SMPD2;GBA
KEGG_2021_Human	Arginine biosynthesis	1/22	5.824521e-01	7.164510e-01	0	0	1.176748e+00	6.360422e-01	ARG1
KEGG_2021_Human	Arginine and proline metabolism	2/50	5.844381e-01	7.164510e-01	0	0	1.029532e+00	5.529660e-01	ARG1;PRODH2
KEGG_2021_Human	Antigen processing and presentation	3/78	5.894152e-01	7.164510e-01	0	0	9.882323e-01	5.224036e-01	CD4;HLA-DMB;TNF
KEGG_2021_Human	Ovarian steroidogenesis	2/51	5.952796e-01	7.164510e-01	0	0	1.008468e+00	5.231168e-01	ADCY1;ADCY6
KEGG_2021_Human	Mismatch repair	1/23	5.987125e-01	7.164510e-01	0	0	1.123201e+00	5.761726e-01	RPA2
KEGG_2021_Human	Protein export	1/23	5.987125e-01	7.164510e-01	0	0	1.123201e+00	5.761726e-01	SRP54
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	1/23	5.987125e-01	7.164510e-01	0	0	1.123201e+00	5.761726e-01	CA4
KEGG_2021_Human	Renin-angiotensin system	1/23	5.987125e-01	7.164510e-01	0	0	1.123201e+00	5.761726e-01	CMA1
KEGG_2021_Human	Peroxisome	3/82	6.234156e-01	7.429036e-01	0	0	9.379992e-01	4.432439e-01	AMACR;SCP2;PEX14
KEGG_2021_Human	Wnt signaling pathway	6/166	6.298725e-01	7.474836e-01	0	0	9.259391e-01	4.280041e-01	CAMK2B;WIF1;DVL1;CAMK2A;EP300;NFATC1
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/26	6.437965e-01	7.608505e-01	0	0	9.882625e-01	4.352037e-01	DPM2
KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	1/27	6.576708e-01	7.667403e-01	0	0	9.502030e-01	3.981832e-01	SCP2
KEGG_2021_Human	Spinocerebellar ataxia	5/143	6.577728e-01	7.667403e-01	0	0	8.945010e-01	3.747026e-01	PIK3CA;PSMB1;PUM1;GRM1;GRIN2D
KEGG_2021_Human	Protein processing in endoplasmic reticulum	6/171	6.582371e-01	7.667403e-01	0	0	8.976448e-01	3.753862e-01	LMAN1;TRAM1;BCL2;BAX;UBE4B;MAP2K7
KEGG_2021_Human	Herpes simplex virus 1 infection	18/498	6.595039e-01	7.667403e-01	0	0	9.247697e-01	3.849515e-01	IFNA4;IFNA1;SRC;ZNF160;ZNF44;TNF;PML;RELA;SOCS3;NXF1;HLA-DMB;PIK3CA;BCL2;FAS;BAX;ZNF337;EIF2B1;IKBKE
KEGG_2021_Human	Amyotrophic lateral sclerosis	13/364	6.631041e-01	7.678048e-01	0	0	9.136287e-01	3.753399e-01	RANBP2;DNAH3;NUP155;FUS;SDHC;TNF;GRIN2D;ACTG1;NXF1;MAPK11;PSMB1;BCL2;BAX
KEGG_2021_Human	Butanoate metabolism	1/28	6.710054e-01	7.738207e-01	0	0	9.149626e-01	3.650500e-01	ACADS
KEGG_2021_Human	Alzheimer disease	13/369	6.818906e-01	7.822914e-01	0	0	9.005581e-01	3.448111e-01	MAP2K1;CALML3;IRS2;SDHC;TNF;RELA;GRIN2D;IL1A;PIK3CA;PSMB1;DVL1;FAS;MAP2K7
KEGG_2021_Human	Linoleic acid metabolism	1/29	6.838212e-01	7.822914e-01	0	0	8.822394e-01	3.353029e-01	CYP2C9
KEGG_2021_Human	Arachidonic acid metabolism	2/61	6.920806e-01	7.869390e-01	0	0	8.371047e-01	3.080988e-01	CYP2C9;ALOX15B
KEGG_2021_Human	Citrate cycle (TCA cycle)	1/30	6.961383e-01	7.869390e-01	0	0	8.517730e-01	3.085180e-01	SDHC
KEGG_2021_Human	beta-Alanine metabolism	1/30	6.961383e-01	7.869390e-01	0	0	8.517730e-01	3.085180e-01	ACADS
